bucket,datetime,trade_count,size_sum,amount_sum,vwap,avg_trade_size,max_trade_size,midpoint,midpoint_return,abs_midpoint_return,spread,spread_pct,bid_depth_top5,ask_depth_top5,total_depth,depth_change,depth_imbalance,depth_drop,abs_depth_imbalance,market_file,market_stem
1770925860,2026-02-12 19:51:00,1,23.255812,0.999999,0.0429999606101476,0.999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770925920,2026-02-12 19:52:00,1,187.67,8.069809999999999,0.042999999999770874,8.069809999999999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770926040,2026-02-12 19:54:00,2,914.8837189999999,39.339999000000006,0.042999998997639746,19.669999500000003,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770926100,2026-02-12 19:55:00,2,1572.43,66.04205999999999,0.041999999999973295,33.021029999999996,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770926160,2026-02-12 19:56:00,1,199.99,8.39958,0.04199999999978999,8.39958,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770926340,2026-02-12 19:59:00,2,10465.116275999999,449.99999799999995,0.042999999821498054,224.99999899999997,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770926880,2026-02-12 20:08:00,1,5.0,0.21,0.04199999999160001,0.21,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770927000,2026-02-12 20:10:00,1,187.66,7.88172,0.041999999999776196,7.88172,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770927060,2026-02-12 20:11:00,1,677.674417,29.139999,0.04299999862612045,29.139999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770927300,2026-02-12 20:15:00,1,7110.930231,305.769999,0.04299999986878745,305.769999,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770927600,2026-02-12 20:20:00,1,4558.7325,200.0,0.043871843763580276,200.0,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770927660,2026-02-12 20:21:00,1,2886.81818,126.80999900000002,0.04392725523155598,126.80999900000002,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
1770928080,2026-02-12 20:28:00,1,56.79,2.38518,0.041999999999260434,2.38518,,,0.0,0.0,,0.0,,,,0.0,,-0.0,,572473_YES.csv,572473_YES
